"Link","Abstract"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142135772&doi=10.1590%2fS0104-12902022200666en&partnerID=40&md5=415dc155d81eb8968c05793f2a067594","This study aimed to analyze the relation between the Human Right to Adequate Food (HRAF) and Sustainable Development Goals (SDG) resulting from a dialogic experience with children and adolescents in the periphery of São Vicente, São Paulo. Using the methodological framework of participatory research, community assemblies observation, and the partnership between the university and social movements point to a caring pl ace for chi l dren/adol escents that enabl e collective diagnostic readings on food. Dialogical processes enabl e us to probl emati ze HRAF dimensions based on the chain of food production, trading and consumption, and the instability to which those children/adolescents are subjected in a complex network of determinants that produce hunger and malnutrition in the territories in which they live. Results show that these dimensions dialogue with all the SDGs, as they demand cultural, economic, social, and environmental sustainability of food. The partnership and integration between university and society strengthens and enhances the spaces of social control and training of actors to advocate for the HRAF. It can also change inequalities in the territories and acknowledge children as subjects of rights with deep ethical commitment in the construction of inclusive listening and qualified practices. © 2022, Universidade de Sao Paulo. Museu de Zoologia. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122211758&doi=10.1088%2f1755-1315%2f940%2f1%2f012047&partnerID=40&md5=5a22945e1ad89acb450855687ddad85e","The second goal of Sustainable Development Goals is to end hunger, achieve food security and improved nutrition as well as promote sustainable agriculture. Within the framework of sustainable development, agriculture has dimensions as a complex ecosystem of which biodiversity and productivity must be maintained. Accordingly, organic agriculture is an agricultural system that holistically pays attention to the sustainability of biodiversity, biological cycles, and soil biological activities. The problems faced by farmers are the attack of disease-causing pathogens; the level of pathogen attack can even cause crop failure. Phytophthora infestans is a pathogen that causes root, stem, and leaf disease, and this disease is hazardous for plants. Phytophthora infestans are challenging to control, easily transmitted, and have the highest virulence when the plant is in the vegetative period. Therefore, this research aims to determine the level of effectiveness of BIOTRICO in controlling Phytophthora infestans by using experimental method in CV Agrolestari Merbabu. From the experimental results, BIOTRICO was able to minimize the attack of pathogens to only 20%, much lower than the control (60%) and proven capability to become a better option in root, stem, and leaf disease than chemical pesticides for sustainable agricultural practice.  © Published under licence by IOP Publishing Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123929368&doi=10.3390%2fijms23031801&partnerID=40&md5=37872f65ec9c8604ef56f2e107ee539a","The Food and Agriculture Organization of the United Nations (FAO) estimates that more than 500 million people, especially in Asia and Africa, are suffering from malnutrition. Recently, livestock farming has increased to supply high‐quality protein, with consequent impact on the global environment. Alternative food sources with high nutritive values that can substitute livestock demands are urgently required. Recently, edible crickets have been promoted by the FAO to ame-liorate the food crisis. In this review, the distribution, nutritive values, health‐promoting properties (antioxidant, anti‐inflammatory, anti‐diabetic and anti‐obesity), safety, allergenicity as well as the potential hazards and risks for human consumption are summarized. Cricket farming may help to realize the United Nations sustainable development goal No. 2 Zero Hunger. The sustainability of cricket farming is also discussed in comparison with other livestock. The findings imply that edible crickets are safe for daily intake as a healthy alternative diet due to their high protein content and health‐promoting properties. Appropriate use of edible crickets in the food and nutraceutical in-dustries represents a global business potential. However, people who are allergic to shellfish should pay attention on cricket allergy. Thus, the objective of this review was to present in‐depth and up-to‐date information on edible crickets to advocate and enhance public perception of cricket‐based food. © 2022 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114046046&doi=10.3390%2fsu13169018&partnerID=40&md5=b8f1e06420e994c25a2e548356de1ee8","Achieving food and nutrition security and ending hunger is a complex and multi-faceted global challenge, which requires urgent attention, particularly in Africa. To eliminate hunger, the continent needs to transition to new sustainable, inclusive, and resilient food systems that deliver nutritious food and a healthy planet for all. This paper discusses challenges and opportunities highlighted during the “Food Systems Transformation to Address the SDGs” session convened by the African Research Universities Alliance (ARUA) and partners at the 8th World Sustainability Forum (WSF2020) held in September 2020. The paper reflects on how African food systems need to change to achieve the food systems related and interconnected the Sustainable Development Goals (SDGs). It also presents issues for consideration at the 2021 United Nations Food Systems Summit. Key considerations include (i) the realization that nutrition insecurity is not food insecurity, (ii) the need for Africa to actualize its potential, (iii) the need to demystify policy development processes; (iv) the need to invest in better measurements and indicators; and (v) the need to create nature-based climate-smart solutions. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143151795&doi=10.56042%2fjsir.v81i10.64115&partnerID=40&md5=c49d838dc04e14750cde95e73974cceb","Due to prevailing milieus, combating hunger, malnutrition, and improving functioning of food systems are now of greater priority to national and international policymakers than they were when the United Nations Sustainable Development Goals (UN SDGs) were announced in 2015. The trade-offs between sustainability, food security, food safety, and making better use of food already produced need to be addressed in the right perspective, using a hierarchy of strategies. One of the strategies could be to analyse research output to divulge the momentum research topics in the domain. This article explores core research specialties using the SCOPUS data due to its comprehensive coverage of the research output in food science from India during 2011-2020. The major outcomes reveal that: (a) research specialties of top topic clusters fall in the worldwide momentum areas and primary focus of Indian researchers lies in finding solutions to the aspects of security, safety, sustainability of food, and addressing the crucial aspects of malnutrition, involving an array of topics ranging from application of processes to enhancement of health benefits of plant food for human consumption; (b) prominence indicator signals that the top worldwide momentum areas have potency to attract more funding; (c) co-relation between prominent topic clusters, research topics of top contributing author's, institutions and in highly cited papers vis a vis SDG's elucidates that the research topics addressed by researchers, in general, are kindred topic areas, hence of core research importance. The study presents a discussion of the outcomes leading to evidence-based inferences, with enduring impact and value-addition to domain knowledge that can aid several stakeholders. © 2022 Scientific Publishers. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122211080&doi=10.3390%2finsects13010047&partnerID=40&md5=85fd2dd0f26e1abbd3c6dae9b5650f4c","Edible insects (EI) have been consumed as traditional foods in many parts of the globe, but in other regions, they are not readily accepted, particularly in Western countries. However, because EI are suggested to constitute a more sustainable protein food as compared with other sources of animal protein, they can be considered a future food that could help mitigate hunger and malnutrition. Additionally, new gastronomic trends are already targeting this area for exploring new potentialities. The objective of this work was to develop and validate a questionnaire to assess consumers’ perceptions and knowledge about EI in seven different domains: D1. Culture and Tradition, D2. Gastronomic Innovation and Gourmet Kitchen, D3. Environment and Sustainability, D4. Economic and Social Aspects, D5. Commercialization and Marketing, D6. Nutritional Aspects and D7. Health Effects. The 64 items were subjected to item analysis and reliability analysis for validation, and factor analysis was also conducted to identify a grouping structure. The results validated all the items of the seven subscales with high values of Cronbach’s alpha (α = 0.732 for D1, α = 0.795 for D2, α = 0.882 for D3, α = 0.742 for D4, α = 0.675 for D5, α = 0.799 for D6 and α = 0.788 for D7). However, by eliminating 17 items, the final values of the alpha increased in all subscales. Factor analysis with extraction by principal component analysis with varimax rotation extracted 14 factors that explained, in total, 65% of the variance, although the first two factors were the most important (35.7% variance explained). In conclusion, the confirmed usefulness of the questionnaire has been hereby validated for assessing consumer perceptions of and knowledge about EI. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136055334&partnerID=40&md5=33853b6a3602133e4dd55683b905d2aa","After independence, however, Indian economic and social development is rapidly growing, but the alleviation of poverty, especially of tribal people yet to be attained. To overcome the existing problems of poverty, food crisis, hunger, unemployment, etc., can be effectively managed through proper planning, strategy, and various developmental projects. Overall progress of the society is the soul of development policy towards economic well-being. From the last few decades, efforts are continuously made throughout India toward human wellbeing and minimizing disparities as well as development of people’s income of socially vulnerable groups. In this perspective’s natural resources (NR) and their judicious utilization plays an important role in tribal’s livelihood. Forest offers diverse entity for human well-being in the form of social, environmental, and ecological dimensions. It provides various direct and indirect benefits to humans for its civilization and developments. Globally, about 300 million tribals derived their livelihood from various forest resources. In the Indian context, nearly 70 million tribal peoples generate their livelihood from forest resources. They live with the harmony with nature and they protect, manage, and conserve these resources with judicious and sustainable manner for the development. © 2022 Apple Academic Press, Inc."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141128583&doi=10.1201%2f9781003314226&partnerID=40&md5=6c51dc96e89e8ec374c12a05fa0aa2d1","Micronutrient research has been an important component of the soil fertility and plant nutrition program in Pakistan since the identification of zinc deficiency in rice in 1969. Since then, considerable progress has been made on diagnosis and management of micronutrient nutrition problems in crops. However, now there is growing R&D evidence that micronutrient malnutrition in humans could be addressed through enriching staple food grains with micronutrients. This book presents the latest R&D information on micronutrient problems in crop plants/cropping systems and their corrective measures. The current status, the constraints, and economic benefits of using micronutrient fertilizers for optimizing crop productivity and soil resource sustainability are discussed along with estimating future potential requirement of micronutrient fertilizers to optimize crop productivity, produce quality, and soil resource sustainability. Wide-scale preventable micronutrient deficiencies in human populations originate from micronutrient-deficient soils over which staple cereals and other food crops aregrown. This book summarizes R&D information on fertilizer use-based micronutrient biofortification in staple food grains to address ""hidden hunger"" in human populations. The book also presents the best management practices by which micronutrient deficiencies could be corrected in crop plants in a farmer-friendly manner. © 2023 Abdul Rashid, Munir Zia and Waqar Ahmad."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146177412&doi=10.1021%2facsfoodscitech.2c00372&partnerID=40&md5=69c7847900c0447cc0f9ed0ab4f6e52c","World hunger is getting worse, while one-third of foods produced around the globe is wasted and never consumed. It is vital in reducing food waste to promote the sustainability of agri-food systems. Intelligent packaging embedded with freshness indicators can monitor food freshness in a real-time manner and be deployed for cutting food waste produced due to predetermined expiration date and informing consumers of food safety. Biodegradable halochromic films have been increasingly utilized as freshness indicators because of their low environmental impact. In this review, recent advances in biodegradable halochromic indicators for intelligent packaging are reported. The pH-responsive behaviors of natural pigments, the development of biodegradable solid supports for freshness indicators, the colorimetric response of freshness indicators to food products and simulated models, and future challenges in this field are discussed. Particularly, novel technologies coupled with halochromic indictors are highlighted, including sensor arrays, nanocomposites, smartphone-assisted detection, and ink-free printing. © 2023 American Chemical Society."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129796085&doi=10.1088%2f1755-1315%2f1018%2f1%2f012014&partnerID=40&md5=85f55768f96f0ac68ca316f2d834b008","Rice is a strategic commodity in the Yogyakarta Special Region because it is a staple food product. The Government of the Yogyakarta Special Region has committed to realizing food security by implementing the SDGs (Sustainable Development Goals) with the aim of ending hunger and increasing food access. Food security of a region is seen from availability, accessibility, security and sustainability. Purchasing decisions are influenced by external and internal factors that continue to change along with changing conditions so that safe and sustainable food supply is needed. The objective of this study is to determine the factors that influence the consumer purchasing decision process for packaged rice in the Yogyakarta Special Region. The method used to analyze the consumer purchasing decision process for packaged rice products in the Yogyakarta Special Region was likert scale assessment followed by factor analysis. The consumer purchasing decision process for packaged rice went through five stages, which were the introduction of needs, information collection, evaluation of alternatives, purchase decisions, and post-purchase. Based on the results of factor analysis, obtained four new factors which influence the decision to purchase packaged rice. The first factor is the service and accessibility factor. The second factor is the price factor and product attributes. The third factor is the internal factors of consumers and products. The fourth factor is the product promotion.  © Published under licence by IOP Publishing Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124888177&doi=10.22545%2f2022%2f00168&partnerID=40&md5=60aa47f149452fd6ed12a8e2484e78e5","Food and nutrition security (FNS) is a priority for human development since different facets of malnutrition still prevail in many parts of the world. Home garden interventions (HGI) have been proposed to improve FNS, generally obtaining positive results. This review aimed to evaluate reports of HGI, discussing their characteristics and outcomes in terms of three sustainability dimensions (social, environmental, and economic). A total of 40 papers (n-number of papers) were included, mainly published since 2009. According to literature review, measurement, or discussion of economic (productivity, n=20) and social (diet improvement, n=33) outcomes has taken precedence over environmental ones (agrodiversity, n=15) in HGI’s impact assessment (IA). Furthermore, sustainability has not been assessed beyond the continuity of the proposed changes (n=5). Future HGI should apply Systemic-Transdisciplinary approaches with adequate metrics and multidimensional IA methodologies linking FNS and sustainable development. This would allow a contextualisation of the research, establishing the current situation of the study system and identifying precise needs. Also, it would be possible to identify and monitor trade-offs and synergies of the intervention. Such approach would generate a strong body of scientific evidence and awareness of the benefits of a sustainable agricultural system in the prevention and treatment of the double burden of malnutrition (hidden hunger and overweight/obesity). © 2021 by the authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100148533&doi=10.1016%2fj.oneear.2020.12.018&partnerID=40&md5=d5672fef08123f82cd7c9f2fc5e3f28d","To stave off world hunger, humanity manipulated and unbalanced the nitrogen cycle. Today's excess fixed nitrogen is a global pollutant, of which our food system is a primary driver. Yet, food insecurity remains a global concern. In this Voices, food-system experts offer insights into the challenge of the sustainable management of nitrogen. © 2020; To stave off world hunger, humanity manipulated and unbalanced the nitrogen cycle. Today's excess fixed nitrogen is a global pollutant, of which our food system is a primary driver. Yet, food insecurity remains a global concern. In this Voices, food-system experts offer insights into the challenge of the sustainable management of nitrogen. © 2020"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122298787&doi=10.3390%2ffoods11020137&partnerID=40&md5=f7b4db75e0df715ebe5addd7fefa0f00","Food system transformation has been a widely discussed topic in international society over time. For the last few decades, China has made remarkable achievements in food production and has contributed greatly to the reduction in global hunger and poverty. Examining experiences and lessons from China’s food security practices over the years is helpful to promote a national food system transformation for China, as well as other developing countries. This study systematically reviews the literature on Chinese food security studies, with the aim of assessing China’s food security achievements and examining the remaining and emerging issues in the pursuit of food system transformation. The results show that China has continuously promoted food system transformation in land consolidation, agri-food production technologies, management and organization modes, food reserves, trade governance, and food consumption. These transformations ensure not only food availability, timeliness, and nutrition, but also in terms of the ecological, social, and economic sustainability, feasibility, and justice of food security. However, China is also confronting new challenges in food security, for example, malnutrition, environmental unsustainability, and reductions in diversified agri-food. In the future, China is expected to be committed to promoting healthy diets, sustainable agricultural production, climate change mitigation, and the reduction of food waste and loss to enhance its agri-food system’s resilience. © 2022 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109122537&doi=10.4324%2f9781003050803&partnerID=40&md5=f15d6c3d81b3db21441d4bfdb1ed3dc9","This book explains how True Cost Accounting is an effective tool we can use to address the pervasive imbalance in our food system. Calls are coming from all quarters that the food system is broken and needs a radical transformation. A system that feeds many yet continues to create both extreme hunger and diet-related diseases, and one which has significant environmental impacts, is not serving the world adequately. This volume argues that True Cost Accounting in our food system can create a framework for a systemic shift. What sounds on the surface like a practice relegated to accountants is ultimately a call for a new lens on the valuation of food and a new relationship with the food we eat, starting with the reform of a system out of balance. From the true cost of corn, rice and water, to incentives for soil health, the chapters economically compare conventional and regenerative, more equitable farming practices in and food system structures, including taking an unflinching look at the true cost of cheap labour. Overall, this volume points towards the potential for our food system to be more human-centred than profit-centred and one that has a more respectful relationship to the planet. It sets forth a path forward based on True Cost Accounting for food. This path seeks to fix our current food metrics, in policy and in practice, by applying a holistic lens that evaluates the actual costs and benefits of different food systems, and the impacts and dependencies between natural systems, human systems, agriculture and food systems. This volume is essential reading for professionals and policymakers involved in developing and reforming the food system, as well as students and scholars working on food policy, food systems and sustainability. © Taylor and Francis 2021. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135719881&doi=10.25145%2fj.pasos.2022.20.032&partnerID=40&md5=5cd7f234cb36b83452085c9c1cbfa49f","Las Hurdes has long been the symbol in Spain for the most atrocious hunger and extreme poverty. Different studies have shown how that dramatic association continues to condition many habits still in the present. Based on a qualitative ethnographic study, we have approached the way in which this past contin‑ ues influencing food and gastronomic habits and customs. This empirical material has allowed us to delimit different categories such as abundance, tradition, sustainability and exquisiteness that show an important change in the catering business in the area. This opens up a new avenue of tourist attractions that could well help tourism development, still largely insufficient in the region. In the conclusions, the public admin‑ istrations are urged to make a firm commitment to changing associations and to overcome the traditional difficulties of collaboration between public and private sectors. © 2022 The authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101510671&doi=10.1111%2fdeci.12515&partnerID=40&md5=7326a4abd66a1f825bf5c6661c248127","This article focuses on the current state of management literature about the emerging nutraceutical industry, examining its strengths and weaknesses and future research opportunities within the context of global goals to end hunger, such as United Nations Sustainable Development Goals. In this paper, we review one decade of nutraceutical management literature in the context of international antihunger agreements, detailing trends in the literature related to geographic and temporal diffusion, journals publishing in these topics, research methodologies applied, theoretical approaches discussed, and managerial research themes addressed (including sustainability issues). Nutraceuticals have been proposed by international public–private partnerships and food industry actors as having the potential to address malnutrition and undernourishment. The review reflects that research on nutraceutical business practices is still in its early stages. The study indicates that future research and policy-related studies should focus on resolving the operational challenges that underdeveloped and developing economies face in improving accessibility and affordability. © 2021 Decision Sciences Institute."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114307800&doi=10.3389%2ffpls.2021.668819&partnerID=40&md5=5f36a25945a072c12fe01deec99bc348","It is necessary to develop a resilient food supply that will withstand unexpected future shocks and deliver the required amounts of nutrients to consumers. By increasing the sustainability of food and agriculture, the food system will be able to handle challenges such as climate change, declining agricultural resources, growing population/urbanization, pandemics, and recessions/shortages. Micronutrient deficiency, otherwise called hidden hunger, is one of the major malnutrition consequences worldwide, particularly in middle- or low- income countries. Unlike essential mineral or nutrient compounds, micronutrients could be less of a priority due to their small levels of requirement. However, insufficient micronutrients caused critical adverse health symptoms and are excessively vital for young children’s development. Therefore, there have been numerous attempts to enhance minerals and nutrients in food crops, including biofortification, food fortification, and supplementation. Based on several interventions involving micronutrients, modern technology, such as nanotechnology, can be applied to enhance sustainability and to reduce the food system’s environmental impact. Previous studies have addressed various strategies or interventions to mitigate major micronutrient deficiency including iron, iodine, zinc, and vitamin A. Comparably small amounts of studies have addressed vitamin B12 deficiency and its fortification in food crops. Vitamin B12 deficiency causes serious adverse health effects, including in the nervous or blood systems, and occurs along with other micronutrient deficiencies, such as folate, iron, and zinc, worldwide, particularly in middle- and low-income countries. Mitigation for B12 deficiency has mainly focused on developing pharmacological and medical treatments such as vitamin B12 serum or supplements. Further studies are required to undertake a sustainable approach to fortify vitamin B12 in plant-based food sources for public health worldwide. This review paper highlights nanoparticle application as a promising technology for enhancing vitamin B12 without conventional genetic modification requirements. The nanoparticle can efficiently deliver the mineral/nutrient using coating techniques to targeted sites into the plant. This is mainly because nanoparticles have better solubility and permeability due to their nano size with high surface exposure. Vitamin B12-coated nanoparticles would be absorbed, translocated, and accumulated by the plant and eventually enhance the bioavailability in food crops. Furthermore, by reducing adverse environmental effects, such as leaching issues that mainly occur with conventional fertilizer usage, it would be possible to develop more sustainable food fortification. © Copyright © 2021 Oh, Cave and Lu."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100898439&doi=10.3390%2fsu13041926&partnerID=40&md5=4e964ec21075b025ee6c3cc69128ae57","The International Institute of Tropical Agriculture (IITA) has applied the concept of ‘circular bioeconomy’ to design solutions to address the degradation of natural resources, nutrient-depleted farming systems, hunger, and poverty in sub-Saharan Africa (SSA). Over the past decade, IITA has implemented ten circular bioeconomy focused research for development (R4D) interventions in several countries in the region. This article aims to assess the contributions of IITA’s circular bioeconomy focused innovations towards economic, social, and environmental outcomes using the outcome tracking approach, and identify areas for strengthening existing circular bioeconomy R4D interventions using the gap analysis method. Data used for the study came from secondary sources available in the public domain. Results indicate that IITA’s circular bioeconomy interventions led to ten technological innovations (bio-products) that translated into five economic, social, and environmental outcomes, including crop productivity, food security, resource use efficiency, job creation, and reduction in greenhouse gas emissions. Our gap analysis identified eight gaps leading to a portfolio of five actions needed to enhance the role of circular bioeconomy in SSA. The results showcase the utility of integrating a circular bioeconomy approach in R4D work, especially how using such an approach can lead to significant economic, social, and environmental outcomes. The evidence presented can help inform the development of a framework to guide circular bioeconomy R4D at IITA and other research institutes working in SSA. Generating a body of evidence on what works, including the institutional factors that create enabling environments for circular bioeconomy approaches to thrive, is necessary for governments and donors to support circular bioeconomy research that will help solve some of the most pressing challenges in SSA as populations grow and generate more waste, thus exacerbating a changing climate using the linear economy model. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119289009&doi=10.3390%2fw13202872&partnerID=40&md5=165190001980378951f22106c20a2df1","The intensity and frequency in the recurrence of extreme climate events are compounding the vulnerability of smallholder farmers, who have always lacked the resources to adapt. The increasing temperatures and decreasing rainfall are exacerbating water scarcity challenges through drought recurrence. There is an urgent need for pathways that lead towards Sustainable Development Goals, mainly Goals 1 (no poverty) and 2 (zero hunger) in poor rural communities. This study assessed rainfall and temperature trends from 1960 to 2018 and their impacts on crop production in the Mopani and Vhembe Districts of Limpopo Province, South Africa. Trend analysis was used to analyse rainfall patterns, as well as the trends in temperature recorded for the past 58 years. The climate moisture index (CMI) and runoff estimates were used to assess the degree of aridity and water availability, respectively. Geographic Information Systems (GIS) and remotely sensed data were used to assess the changes over time. The total annual rainfall has declined significantly while annual minimum and maximum temperatures have increased significantly during the period under observation. An aridity index of −0.70 calculated for the study areas classifies the districts as dry and water scarce. The results of the analysis also indicate that the districts are climate change hot spots, and are highly vulnerable to the impacts of climate change. The changes are compounding water and food insecurity. Policy and decision-makers should focus on enhancing adaptation and resilience initiatives in the study areas through systematic, transformative, and integrated approaches, such as scenario planning, circular economy, and nexus planning. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107005570&doi=10.3390%2fnu13061913&partnerID=40&md5=21b50b3b307a9206405cce167c2ea3ce","Vitamin B12 (also known as cobalamin) is an essential water-soluble vitamin that plays a pivotal role for several physiologic functions during one’s lifespan. Only certain microorganisms are able to synthetize B12, thus humans obtain cobalamin exclusively from their diet, specifically from animal-derived foods. Specific sub-group populations are at risk of vitamin B12 subclinical deficiency due to different factors including poor intake of animal source foods and age-dependent decrease in the capacity of intestinal B12 uptake. Consumption of animal products produces some negative health issues and negatively impacts sustainability while a plant-based diet increases the risk of B12 deficiency. Taking a cue from the aforementioned considerations, this narrative review aims to summarize facts about B12 deficiency and the burden of inadequate dietary intake in elderly population, as well as to discuss sustainable approaches to vitamin B12 deficiency in aging population. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144960181&doi=10.1111%2f1746-692X.12377&partnerID=40&md5=6c2d1c106e18d6750f4198cd8445e3a8","Successful transitions to agroecology require shared understanding of the sustainability implications of transitions for food systems. To gain such understanding, a transdisciplinary approach is increasingly called for by funders, end users of research and scientists. Transdisciplinary processes were used in the UNISECO project to develop strategic pathways that enable transitions to agroecology in case studies across Europe. These strategic pathways were combined with scenarios of EU food systems in 2050, in which combinations of agroecological farming and food consumption practices were assessed. These were then reviewed considering selected UN Sustainable Development Goals (SDGs) as a reference for discussing the sustainability implications of transitions to agroecology. Sustainability implications were identified for several SDGs including Zero Hunger (SDG 2), Quality Education (SDG 4), Responsible Consumption and Production (SDG 12), Climate Action (SDG 13) and Life on Land (SDG 15). Key factors contributing to the sustainability of transitions to agroecology are: i) mature social capital and improved farmer knowledge of the benefits of agroecological practices; ii) strengthened collaborative actions and collective institutions to increase negotiating power within the value-chain; and, iii) changes in consumer behaviour and diets. These factors highlight the need for a food system perspective in transitions to agroecology and supporting policies. This in turn highlights the meaningful role of transdisciplinary research in strengthening the sustainability of European food systems. © 2022 The Authors. EuroChoices published by John Wiley & Sons Ltd on behalf of Agricultural Economics Society and European Association of Agricultural Economists."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142286163&doi=10.1007%2fs41055-022-00113-3&partnerID=40&md5=1e08fcddff9443e2e5aaa625306c7677","One of the UN’s 17 sustainable development goals is to end hunger, achieve food security and improved nutrition by 2030. This goal will be missed. Global hunger is still highly prevalent. In 2021, about 821 million people experience undernourishment every day and more are at risk. Is this necessary? This article calculates the investments needed for both acute and sustainable systems to alleviate food insecurity and decrease global caloric deficits. These economic values are then contextualized by comparing funds spent by individuals and governments on unnecessary or counterproductive products. The results show that divergence of even small fractions of these funds from food waste, tobacco, alcohol, or weapons within the U.S. alone could supplement the caloric needs of those in areas with high levels of food insecurity. America’s net-negative industries whose advertisements and sales could be taxed to improve America’s life expectancy could fund the yearly cost to feed anywhere from 17.1% to 1,467.9% of malnourished people directly, or contribute more than 100% of the estimated cost to sustainably end global hunger. It is concluded that reallocating funds that are detrimental to the U.S. population is a path to achieving food security and sustainable food production for the entire globe. © 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137729728&doi=10.1016%2fj.crbiot.2022.09.001&partnerID=40&md5=b2444fb4c1414e6f7bea3afc87e0108b","Increasing demand for animal-sourced protein is a major driver of the food system's transgression of the safe environmental operating limits known as planetary boundaries. Microbial proteins are being explored as an alternative to provide sustainable protein security within the planetary boundaries. Here, a design and optimization framework was developed for a closed-loop process in which bioenergy and nutrients are recovered from microbial protein production wastewater. The environmental benefits of a global transition from animal-sourced beef protein toward closed-loop microbial protein with integrated resource recovery was analysed. Microbial protein has a shorter production life cycle than animal-sourced beef protein, thus offering a scalable technology solution to protein security with substantially mitigated environmental impacts. Our results demonstrate the value of environmentally favourable closed-loop food systems to meet projected 2050 protein demand while maintaining food system operations within the safe environmental limits. © 2022 The Authors"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108264026&doi=10.1016%2fj.jclepro.2021.127890&partnerID=40&md5=2c5e45322c719ec1ecdb8bf74e68ef5e","For the sustainable communities, there is a strong need to address the United Nations' sustainable development goals for communities, cities and countries. In this paper, we develop a unique hybrid energy system for cleaner productions of energy, fuel, food and water for an indigenous community by addressing the following goals, namely: zero hunger; clean water; affordable and clean energy; industry, innovation and infrastructure; sustainable cities and communities; and climate action. Also, the present sustainable system is investigated thermodynamically by considering energy and exergy criteria and evaluated through energy and exergy efficiencies. As a case study, the Saugeen First Nation indigenous community in the Bruce Peninsula in Ontario, Canada, is selected for meeting the demands of useful commodities where an integration of a newly developed multigenerational system with an existing nuclear reactor is achieved in order to provide food security, supply the freshwater for drinking purposes, and meet the community's electricity and heat demands. Moreover, to exploit the existing thermophysical properties of fluids in the nuclear system, a hydrogen generation unit is proposed. The novel integration is enhanced the current nuclear system and increased the variety of useful outputs. The overall system is analyzed according to the first and second laws of thermodynamics. A transient (time-dependent) analysis is carried out via hourly simulations with software packages and hourly sensitive meteorological data. The overall system performance results are obtained as 65.8% for energy efficiency and 40.1% exergy efficiency at average ambient conditions for a 126.04 mol/s hydrogen production rate. © 2021"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128045497&doi=10.1016%2fB978-0-12-822931-6.00023-X&partnerID=40&md5=3dfa8ca7ce05ff0cb058642dc678373d","Planting trees on farmlands is the traditional approach of sustainable farming, which has been neglected in the era of green revolution. The need for higher agricultural production has resulted in following the unsustainable ways of farming, which is degrading both soil and ecosystems. Hence, going back to the traditional sustainable approach to restore the productivity of agro ecosystems is an urgent need. Agroforestry can be considered as a system of farming in which trees, animals, and annual crops are strategically planted and grown to maximize outputs through various interactions of the system components. Agroforestry interventions can contribute to food and nutritional security in several different ways. These interventions can ensure food availability, strengthen access to food and nutrients in rural areas, and play a complementary role in utilization by increasing the quality of the diet. Increased productions of nonfood agroforestry outputs can improve income, which in turn can improve the household food consumption. Various agroforestry systems like agri-silvi, agri-horti, and silvi-pasture systems satisfy the diverse needs of people and help in fulfilling the four pillars of food and nutritional security, namely, availability, access, utilization, and stability. Additional benefits from agroforestry that support increasing food and nutrition security include increasing the availability time for household members and the productivity of existing crops. However, the potential of agroforestry in achieving the food and nutritional security has been underexploited due to lack of awareness and policy issues. The need to exploit these ecosystems not only helps to accomplish zero hunger but also the hidden hunger. © 2021 Elsevier Inc."
